#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Tipo_negoziazione,N_Negoziazioni_Pubblicate,Valore_economico_Base_Asta,Perc_Negoziazioni_base_asta,Perc_RdO_con_invito_selettivo,N_medio_fornitori_invitati,Tempo_medio_offerte,N_PA_Appaltanti,N_PO
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","MARCHE","RdO","8","74642,5",,"50","5,5","14,48","4","4"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PUGLIA","RdO","34","1664444,51",,"94,1176470588235","1441,78125","16,01","3","5"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","UMBRIA","RdO","1","24500",,"100","5","14,96","1","1"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","VENETO","RdO","61","934009,38",,"96,7213114754098","9","11,3","6","7"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LIGURIA","RdO","97","5453621,47",,"74,2268041237113","39,3333333333333","11,98","1","3"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","RdO","43","3156198,49",,"62,7906976744186","9,07407407407407","13,81","8","9"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","RdO","28","439824",,"86,2068965517241","2010,84","12,47","3","6"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","RdO","7","111840",,"100","9,14285714285714","8,63","1","1"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CAMPANIA","RdO","33","2502476,31",,"87,8787878787879","387,172413793103","16,22","4","5"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PIEMONTE","RdO","1","1000",,"100","1","3,96","1","1"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SARDEGNA","RdO","33","1525550,94",,"93,9393939393939","25,5161290322581","12,06","2","7"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","RdO","3","26400",,"100","2","4,31","2","2"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","RdO","23","244290,06",,"95,6521739130435","12,2272727272727","12,81","1","3"
"2018","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","FRIULI VENEZIA GIULIA","RdO","32","858564,13",,"96,875","3,93548387096774","12,04","1","4"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","LAZIO","RdO","407","19480043,3",,"77,1498771498772","129,009554140127","15,1","9","54"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","MARCHE","RdO","15","108212,39",,"93,3333333333333","5,64285714285714","13,05","3","3"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","MOLISE","RdO","4","4380",,"100","10","6,44","2","2"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","PUGLIA","RdO","27","353302,62",,"100","318,925925925926","14,63","3","5"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","UMBRIA","RdO","6","20235",,"100","617,333333333333","10,79","2","2"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","VENETO","RdO","27","1054456,25",,"100","22,4444444444444","21,08","3","5"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","ABRUZZO","RdO","5","32780",,"80","7,25","11,34","3","5"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","LIGURIA","RdO","6","46460",,"100","4,33333333333333","14,25","2","2"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","SICILIA","RdO","52","386004,79",,"100","25,8269230769231","12,98","4","8"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","TOSCANA","RdO","7","62542,68",,"85,7142857142857","768,666666666667","13,9","2","2"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","CALABRIA","RdO","42","112770,68",,"90,4761904761905","371,631578947368","8,85","3","6"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","CAMPANIA","RdO","27","469903,62",,"96,2962962962963","1249,53846153846","15,27","4","6"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","PIEMONTE","RdO","15","303372,49",,"53,3333333333333","7,25","22,74","3","3"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","LOMBARDIA","RdO","42","757181,6",,"100","1145,28571428571","13,58","4","7"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","BASILICATA","RdO","6","5811,5",,"100","14","8,82","2","2"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","VALLE D'AOSTA","RdO","2","2079,9",,"50","1","18,14","1","1"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","EMILIA ROMAGNA","RdO","3","19950",,"100","4,33333333333333","5,09","2","3"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","TRENTINO ALTO ADIGE","RdO","7","69200",,"100","4,85714285714286","15,83","1","3"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","FRIULI VENEZIA GIULIA","RdO","7","14985",,"100","4,57142857142857","7,61","2","3"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LAZIO","RdO","11","282552",,"81,8181818181818","137,777777777778","14,84","2","6"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","MARCHE","RdO","24","1881823,09",,"83,3333333333333","2,95","13","3","3"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PUGLIA","RdO","2","48284,3",,"100","3","13,86","2","2"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","UMBRIA","RdO","14","41962,27",,"78,5714285714286","70","4,25","2","3"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","VENETO","RdO","515","14366723,28",,"86,0194174757282","5,59593679458239","11,97","11","65"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LIGURIA","RdO","9","782186,05",,"100","547,222222222222","19,58","2","4"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","SICILIA","RdO","5","1204143,9",,"100","6","18,26","3","3"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","TOSCANA","RdO","70","726889",,"80","7,39285714285714","11,01","9","13"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PIEMONTE","RdO","36","2836321,12",,"100","5,19444444444444","14,71","4","10"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","PIEMONTE","RdO","380","19718778,8",,"87,8947368421053","111,868263473054","12,46","72","105"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SARDEGNA","RdO","69","1501764,61",,"57,9710144927536","348,05","12,3","20","31"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","RdO","108","664658,34",,"98,1481481481482","28,9905660377358","6,47","35","40"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","VALLE D'AOSTA","RdO","59","665523,4",,"71,1864406779661","79,0476190476191","8,83","9","15"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","EMILIA ROMAGNA","RdO","534","24036549,69",,"79,2134831460674","60,5248226950355","14,09","40","137"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","TRENTINO ALTO ADIGE","RdO","51","1229927,57",,"100","230,78431372549","9,99","9","11"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","FRIULI VENEZIA GIULIA","RdO","189","8216664,12",,"97,8835978835979","17,2540540540541","11,38","22","42"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LAZIO","RdO","722","38799448,66",,"68,9750692520776","246,060240963855","17,2","8","29"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","MARCHE","RdO","840","22736847,88",,"61,5658362989324","348,044315992293","12,44","3","13"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PUGLIA","RdO","489","14308695,04",,"40,8997955010225","370,85","12,73","5","10"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","UMBRIA","RdO","414","10117639,42",,"98,792270531401","173,877750611247","14,15","3","3"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","VENETO","RdO","315","20166977,95",,"76,7295597484277","57,3483606557377","15,24","4","16"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","ABRUZZO","RdO","26","3077964,41",,"88,4615384615385","8,34782608695652","21,11","1","1"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LIGURIA","RdO","516","10048454,1",,"99,6131528046422","9,29708737864078","10,7","3","5"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","RdO","782","52517523,68",,"25,765306122449","1000,14851485149","17,55","10","28"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TOSCANA","RdO","28","1660899,76",,"50","220,857142857143","12,8","3","7"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CALABRIA","RdO","649","29424324,82",,"69,9386503067485","1730,52631578947","17,09","4","13"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CAMPANIA","RdO","2083","47071394,42",,"30,7765602667937","544,094427244582","13,44","10","27"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PIEMONTE","RdO","1155","41934673,73",,"53,2815198618307","685,815235008104","17,72","7","24"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SARDEGNA","RdO","328","9564198,64",,"96,0365853658537","30,1269841269841","14,13","4","8"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LOMBARDIA","RdO","1376","8964511,26",,"87,5726744186046","309,679668049793","9,29","28","46"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","BASILICATA","RdO","371","19358823,47",,"48,5175202156334","3579,30555555556","17,29","2","9"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","EMILIA ROMAGNA","RdO","162","8649976,95",,"95,0617283950617","37,0714285714286","14,64","7","12"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","FRIULI VENEZIA GIULIA","RdO","274","6506747,15",,"97,8339350180505","3,36162361623616","8,77","3","10"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","LAZIO","RdO","145","4801755,64",,"99,3103448275862","344,013888888889","13,32","4","8"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","MARCHE","RdO","7","402228,54",,"0",,"17,33","1","4"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","PUGLIA","RdO","14","250069,78",,"14,2857142857143","2825,5","13,02","3","6"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","LIGURIA","RdO","32","265852,95",,"62,5","16,1","4,56","1","2"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","SICILIA","RdO","2","37500",,"100","29,5","18,53","1","1"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","TOSCANA","RdO","12","391802,28",,"91,6666666666667","8","14,34","2","2"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","PIEMONTE","RdO","3","143245,96",,"100","8,66666666666667","18","1","1"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","LOMBARDIA","RdO","7","39562,2",,"100","1","2,92","1","1"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","BASILICATA","RdO","6","31904,31",,"100","45","7,58","1","1"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","EMILIA ROMAGNA","RdO","4","99749",,"100","2","4,66","1","1"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","TRENTINO ALTO ADIGE","RdO","3","8122",,"100","1","1,94","1","1"
"2018","AZIENDE, ISTITUTI, SOCIETA', CONSORZI ED ENTI DI SERVIZI SANITARI PUBBLICI","FRIULI VENEZIA GIULIA","RdO","125","3800151,12",,"95,2","38,2521008403361","17,51","2","6"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LOMBARDIA","RdO","27","269113",,"88,8888888888889","4,25","9,5","7","8"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","EMILIA ROMAGNA","RdO","205","5483982,8",,"67,8048780487805","314,63309352518","14,64","26","36"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","TRENTINO ALTO ADIGE","RdO","66","595014,76",,"95,5223880597015","302,171875","10,26","14","20"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","FRIULI VENEZIA GIULIA","RdO","57","1875917,31",,"82,4561403508772","30,4255319148936","15,13","10","11"
"2018","ENTI DI VOLONTARIATO, ASSOCIAZIONI E FONDAZIONI","LAZIO","RdO","72","2002100",,"93,0555555555556","36,3582089552239","8,19","2","4"
"2018","ENTI DI VOLONTARIATO, ASSOCIAZIONI E FONDAZIONI","EMILIA ROMAGNA","RdO","1","8000",,"100","3","7,25","1","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LAZIO","RdO","511","21542577,61",,"79,6875","507,372549019608","12,73","51","70"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MARCHE","RdO","199","2506468,11",,"97,9899497487437","16,825641025641","10,48","15","18"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MOLISE","RdO","12","465810",,"75","4,55555555555556","19,58","4","4"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PUGLIA","RdO","208","14242276,72",,"82,2115384615385","124,122807017544","13,52","21","31"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","UMBRIA","RdO","161","5620379,26",,"66,4596273291926","15,3177570093458","10,08","10","12"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VENETO","RdO","495","15152184,33",,"80,2020202020202","198,594458438287","11,17","38","55"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","ABRUZZO","RdO","102","3142426,2",,"73,5294117647059","114,16","12,94","15","22"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LIGURIA","RdO","191","5225554,73",,"63,8743455497382","242,418032786885","10,88","21","23"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SICILIA","RdO","514","24242869,99",,"77,4757281553398","110,814536340852","13,99","39","57"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TOSCANA","RdO","262","4521424,78",,"61,4503816793893","159,39751552795","11,76","35","45"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CALABRIA","RdO","158","4589681,19",,"76,1006289308176","502,917355371901","16,29","12","14"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CAMPANIA","RdO","258","23547938,89",,"70,4980842911877","603,95652173913","13,34","47","53"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","RdO","350","15568937,33",,"79,4285714285714","94,8776978417266","13,18","35","45"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SARDEGNA","RdO","584","10443408,06",,"57,3378839590444","787,747023809524","13,07","26","66"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","RdO","368","12820080,06",,"64,945652173913","168,73640167364","14,23","45","57"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","BASILICATA","RdO","169","2804094,66",,"74,5562130177515","92,9523809523809","10,62","11","15"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VALLE D'AOSTA","RdO","104","1115798,6",,"70,1923076923077","351,630136986301","12,1","8","10"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","EMILIA ROMAGNA","RdO","379","14525912,57",,"70,1846965699208","228,281954887218","13,69","43","61"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TRENTINO ALTO ADIGE","RdO","86","2343494,38",,"94,1860465116279","68,2962962962963","10,37","17","21"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","RdO","252","10774697,2",,"94,0711462450593","191,642857142857","12,12","19","32"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","RdO","321","26885880,5",,"86,2928348909657","56,7436823104693","15,39","19","33"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","PUGLIA","RdO","6","85215",,"16,6666666666667","20","14,11","1","1"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","CAMPANIA","RdO","69","3287181,85",,"100","8,73913043478261","11,78","1","1"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","VALLE D'AOSTA","RdO","1","20000",,"100","3","6,25","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","RdO","904","38361589,52",,"79,646017699115","168,491643454039","15,19","35","111"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","MARCHE","RdO","39","152676,17",,"100","19,3846153846154","13,38","2","7"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","MOLISE","RdO","6","72072,6",,"100","6,66666666666667","10,45","2","3"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","PUGLIA","RdO","146","1871425,16",,"96","50,4513888888889","10,82","3","9"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","UMBRIA","RdO","38","345086,59",,"97,3684210526316","1177,48648648649","11,41","2","6"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","VENETO","RdO","121","603031,12",,"100","6,09090909090909","11,4","3","13"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","ABRUZZO","RdO","20","195883,86",,"95","8,36842105263158","13,83","2","5"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LIGURIA","RdO","27","195049",,"100","39,1111111111111","12,62","3","7"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","SICILIA","RdO","56","1354470,44",,"53,5714285714286","17,4333333333333","12,99","5","9"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","TOSCANA","RdO","108","841543,09",,"86,1111111111111","347,494623655914","12,94","4","19"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","CALABRIA","RdO","46","619931,06",,"63,0434782608696","8","17,84","4","9"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","CAMPANIA","RdO","123","2334080,5",,"100","10,4308943089431","14,69","4","15"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","PIEMONTE","RdO","60","581930,25",,"90","243,703703703704","17,68","3","13"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","SARDEGNA","RdO","26","430221,28",,"42,3076923076923","14,6363636363636","20,29","2","5"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LOMBARDIA","RdO","118","3445175,24",,"71,1864406779661","76,3333333333333","19,85","6","26"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","BASILICATA","RdO","6","52273,73",,"100","9","9,06","1","1"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","VALLE D'AOSTA","RdO","4","32595,77",,"75","18,3333333333333","19,25","2","2"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","EMILIA ROMAGNA","RdO","127","947892,63",,"77,9527559055118","125,929292929293","12,42","3","17"
"2018","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","FRIULI VENEZIA GIULIA","RdO","35","216498",,"97,1428571428571","7,41176470588235","14,11","2","8"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LAZIO","RdO","52","3065572,48",,"76,9230769230769","106,75","12,63","17","18"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","MARCHE","RdO","38","3153844,93",,"76,3157894736842","5,44827586206897","14,92","13","17"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","MOLISE","RdO","16","446835,34",,"93,75","3,8","4,9","4","5"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","PUGLIA","RdO","80","7211461,1",,"78,75","17,2222222222222","12,6","18","20"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","UMBRIA","RdO","20","1027986",,"90","8,11111111111111","15,21","7","9"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","VENETO","RdO","226","6645621,21",,"90,2654867256637","78,6666666666667","8,57","40","61"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","ABRUZZO","RdO","25","2558257",,"84","396,761904761905","5,89","4","4"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LIGURIA","RdO","28","647924,82",,"89,2857142857143","2,2","8,05","3","8"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SICILIA","RdO","52","4198516,37",,"98,0769230769231","11,9019607843137","8,32","6","6"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","TOSCANA","RdO","60","933070,89",,"83,3333333333333","24,1","9,25","18","24"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","CALABRIA","RdO","15","472018,85",,"86,6666666666667","40,5384615384615","12,67","3","4"
"2018","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","CAMPANIA","RdO","75","8251869,5",,"60","70,2444444444444","18,48","21","25"
