#Anno_Riferimento,Tipologia_Amministrazione,Regione_Fornitore,Regione_PA,Provincia_PA,Sigla_provincia_PA,Tipo_Negoziazione,N_negoziazioni_stipulate,N_Contratti_Stipulati,Valore_Base_Asta,Perc_negoziazioni_base_asta_valorizzata,Valore_contratti_stipulati,N_Medio_Fornitori_Partecipanti,N_Fornitori_con_contratti_stipulati,N_PA_Appaltanti,N_PO,Durata_media_negoziazione,Tempi_Medi_Stipula
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","SARDEGNA","LAZIO","ROMA","RM","RdO","1","1","19450",,"15550","4","1","1","1","194","77"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","LAZIO","FROSINONE","FR","RdO","5","7","495600",,"376238","3","5","1","2","132,43","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","LAZIO","LATINA","LT","RdO","2","6","44100",,"37843","2,33","2","1","1","268,67","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","LAZIO","RIETI","RI","RdO","17","18","516280",,"377771,01","7,44","16","1","2","76,06","5,28"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","LAZIO","ROMA","RM","RdO","42","47","2097071",,"1613477,41","2,81","33","6","14","166,45","9,19"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","LAZIO","VITERBO","VT","RdO","23","24","695728,34",,"554257,55","3,38","22","1","2","110,42","11,54"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","BASILICATA","LAZIO","FROSINONE","FR","RdO","1","1","57600",,"40320","2","1","1","1","79","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","BASILICATA","LAZIO","LATINA","LT","RdO","1","1","3300",,"2232","9","1","1","1","103","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","BASILICATA","LAZIO","RIETI","RI","RdO","1","1","80000",,"54200","2","1","1","1","81","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","BASILICATA","LAZIO","ROMA","RM","RdO","3","3","69000",,"58898","2,67","3","2","2","122,33","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","LAZIO","FROSINONE","FR","RdO","1","1","10000",,"8670","1","1","1","1","177","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","LAZIO","LATINA","LT","RdO","5","5","62886,54",,"49919","2,8","4","1","1","133","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","LAZIO","RIETI","RI","RdO","4","4","74740",,"53925,16","1,25","4","1","2","150,75","7,5"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","LAZIO","ROMA","RM","RdO","15","16","397961,29",,"342764,6","2,56","10","6","9","125,13","3,13"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","LAZIO","VITERBO","VT","RdO","3","3","39309,5",,"35145","2,67","3","1","1","55","2"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","TRENTINO ALTO ADIGE","LAZIO","RIETI","RI","RdO","1","1","15000",,"13100","1","1","1","1","158","5"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","LAZIO","RIETI","RI","RdO","3","3","65400",,"36408,99","3","2","1","2","65,33","7"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","LAZIO","ROMA","RM","RdO","3","3","165701,73",,"95413,28","3,33","2","3","3","151,33","1"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","LAZIO","VITERBO","VT","RdO","2","2","150000",,"103584,11","4,5","2","1","1","167","29,5"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","MARCHE","ANCONA","AN","RdO","49","51","1503091,65",,"1493542,41","2,41","29","1","9","80,76","0,84"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","MARCHE","ASCOLI PICENO","AP","RdO","9","9","333009,35",,"321532,62","1,89","8","1","1","33","9,56"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","MARCHE","FERMO","FM","RdO","2","2","77521,47",,"77416,34","3,5","2","1","2","49","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","MARCHE","PESARO E URBINO","PU","RdO","8","8","47864",,"46893,45","1,5","7","1","2","18,63","2,88"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","MARCHE","ANCONA","AN","RdO","252","266","4528523,12",,"4350678,61","2,35","108","1","13","63,24","1,15"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","MARCHE","ASCOLI PICENO","AP","RdO","76","80","2359025,75",,"2137838,95","1,49","46","1","3","31,96","1,85"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","MARCHE","FERMO","FM","RdO","15","15","900446,56",,"748933,92","1,6","13","1","2","36","1,2"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","MARCHE","PESARO E URBINO","PU","RdO","32","32","770811,04",,"728432,96","1,38","13","1","3","48,91","4,66"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","MARCHE","ANCONA","AN","RdO","13","14","88404,5",,"122884,15","5,36","8","1","4","63,71","0,79"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","MARCHE","ASCOLI PICENO","AP","RdO","1","1","210000",,"146205","2","1","1","1","34","0"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","MARCHE","PESARO E URBINO","PU","RdO","1","1","14642,5",,"14600","1","1","1","1","14","2"
"2019","AZIENDE SANITARIE LOCALI E PROVINCIALI","UMBRIA","MARCHE","ANCONA","AN","RdO","31","32","803814,6",,"845697,1","3,28","14","1","7","75,69","0,56"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LIGURIA","LIGURIA","GENOVA","GE","RdO","16","17","599367,57",,"358329,3","4,12","10","1","2","41,71","5"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","LIGURIA","GENOVA","GE","RdO","1","1","1500",,"1100","4","1","1","1","38","2"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","LIGURIA","GENOVA","GE","RdO","2","2","47500",,"38843","1,5","1","1","1","41,5","8"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","LIGURIA","GENOVA","GE","RdO","3","3","12400",,"6364","10","3","1","1","19,67","1,67"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CAMPANIA","LIGURIA","GENOVA","GE","RdO","3","3","129550",,"95512","4,67","3","1","1","49,67","14,33"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PIEMONTE","LIGURIA","GENOVA","GE","RdO","6","6","1582523,93",,"1491347,68","4,17","5","1","2","77,33","9,83"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","LIGURIA","GENOVA","GE","RdO","13","13","522900",,"488046,32","4,77","12","1","1","47,77","5,15"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","LIGURIA","GENOVA","GE","RdO","5","5","124055",,"89725,69","8,2","5","1","2","55,6","1,6"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LAZIO","SICILIA","PALERMO","PA","RdO","2","2","114617,81",,"61277,82","1","2","1","1","53,5","1"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","MARCHE","SICILIA","PALERMO","PA","RdO","1","1","69902,38",,"12442,62","3","1","1","1","92","11"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","VENETO","SICILIA","MESSINA","ME","RdO","1","1","768000",,"477024","5","1","1","1","190","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","SICILIA","AGRIGENTO","AG","RdO","1","1","26618,64",,"18305","2","1","1","1","14","6"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","SICILIA","MESSINA","ME","RdO","10","10","1245790,13",,"1046782","12","9","1","1","85","0,1"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","SICILIA","PALERMO","PA","RdO","9","9","421351,25",,"317286,8","3,78","8","2","2","64,44","5,33"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","SICILIA","SIRACUSA","SR","RdO","2","2","279371,9",,"203327,94","9","2","1","1","105","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","SICILIA","SIRACUSA","SR","RdO","1","1","13353,34",,"11078","4","1","1","1","40","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","SICILIA","MESSINA","ME","RdO","1","1","216432",,"216432","2","1","1","1","127","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","SICILIA","MESSINA","ME","RdO","2","2","237566,15",,"224244,13","1,5","2","1","1","204,5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","SICILIA","PALERMO","PA","RdO","1","1","3569,17",,"2688,44","5","1","1","1","63","1"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LAZIO","TOSCANA","FIRENZE","FI","RdO","2","2","45050",,"29379,32","4,5","2","1","1","117","13,5"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LAZIO","TOSCANA","LIVORNO","LI","RdO","2","2","40500",,"30729,9","4,5","2","1","2","60","14"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","MARCHE","TOSCANA","FIRENZE","FI","RdO","1","1","15000",,"8400","6","1","1","1","88","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","UMBRIA","TOSCANA","LIVORNO","LI","RdO","2","2","40500",,"34500","2","2","1","2","31","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","TOSCANA","FIRENZE","FI","RdO","7","7","136155",,"123765,5","2,57","5","3","4","59,86","10,14"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","TOSCANA","LIVORNO","LI","RdO","7","7","296733,2",,"249232,62","2","6","1","3","70,29","3"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","TOSCANA","LIVORNO","LI","RdO","2","2","46585,65",,"34651","13,5","2","1","1","24,5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TRENTINO ALTO ADIGE","TOSCANA","LIVORNO","LI","RdO","1","1","39990",,"39980","1","1","1","1","86","83"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","FRIULI VENEZIA GIULIA","TOSCANA","FIRENZE","FI","RdO","1","1","32000",,"29760","6","1","1","1","75","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LIGURIA","CALABRIA","REGGIO DI CALABRIA","RC","RdO","1","1","6150",,"4750","2","1","1","1","23","14"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","CALABRIA","REGGIO DI CALABRIA","RC","RdO","6","6","96366",,"87952,5","1,5","6","1","1","35,33","19,17"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CAMPANIA","CALABRIA","REGGIO DI CALABRIA","RC","RdO","2","2","40236",,"33245,41","1,5","1","1","1","19","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","CALABRIA","REGGIO DI CALABRIA","RC","RdO","1","1","60000",,"47400","3","1","1","1","54","36"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PUGLIA","CAMPANIA","CASERTA","CE","RdO","1","1","2000",,"1975","1","1","1","1","8","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PUGLIA","CAMPANIA","NAPOLI","NA","RdO","1","1","39900",,"33000","3","1","1","1","207","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","CAMPANIA","CASERTA","CE","RdO","1","1","7500",,"5925","3","1","1","1","79","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CAMPANIA","CAMPANIA","CASERTA","CE","RdO","1","1","39190,4",,"28162,03","5","1","1","1","18","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CAMPANIA","CAMPANIA","NAPOLI","NA","RdO","5","5","826136,22",,"770035,75","5,8","5","2","2","107,6","0,4"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PUGLIA","SARDEGNA","CAGLIARI","CA","RdO","1","1","4900",,"2309","9","1","1","1","8","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","VENETO","SARDEGNA","CAGLIARI","CA","RdO","1","1","2,5",,"30000","2","1","1","1","28","17"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","SARDEGNA","CAGLIARI","CA","RdO","1","1","4400",,"3396","4","1","1","1","7","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","SARDEGNA","CAGLIARI","CA","RdO","1","1","2500",,"2049","5","1","1","1","7","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SARDEGNA","SARDEGNA","CAGLIARI","CA","RdO","11","13","810807,57",,"661068,51","4,31","10","2","5","35,92","10,85"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","LOMBARDIA","BRESCIA","BS","RdO","2","2","9600",,"9600","1","1","1","1","4,5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","LOMBARDIA","BRESCIA","BS","RdO","2","2","1918,5",,"40880","1","2","1","1","5,5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LAZIO","EMILIA ROMAGNA","PARMA","PR","RdO","1","1","3500",,"2393,38","1","1","1","1","9","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LAZIO","EMILIA ROMAGNA","RAVENNA","RA","RdO","1","1","17000",,"10430","5","1","1","1","54","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","UMBRIA","EMILIA ROMAGNA","RAVENNA","RA","RdO","1","1","20000",,"7686","1","1","1","1","76","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","VENETO","EMILIA ROMAGNA","RAVENNA","RA","RdO","1","1","80000",,"64000","4","1","1","1","152","1"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LIGURIA","EMILIA ROMAGNA","PARMA","PR","RdO","1","1","5100",,"1510","3","1","1","1","85","71"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LIGURIA","EMILIA ROMAGNA","RAVENNA","RA","RdO","1","4","19000",,"5879","3","1","1","1","49","17"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","EMILIA ROMAGNA","RAVENNA","RA","RdO","1","1","10000",,"3200","2","1","1","1","221","33"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PIEMONTE","EMILIA ROMAGNA","RAVENNA","RA","RdO","1","2","3500",,"1270","3","1","1","1","32","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SARDEGNA","EMILIA ROMAGNA","RAVENNA","RA","RdO","1","1","35000",,"12058","3","1","1","1","83","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","EMILIA ROMAGNA","PARMA","PR","RdO","2","2","43100",,"41966,68","2","2","1","1","27","18"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","EMILIA ROMAGNA","RAVENNA","RA","RdO","2","2","37000",,"28569,02","7","2","1","1","76","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","EMILIA ROMAGNA","PARMA","PR","RdO","2","2","52300",,"51300","1","2","1","1","16","4,5"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","EMILIA ROMAGNA","RAVENNA","RA","RdO","7","7","130800",,"76015,3","4,29","7","1","3","59,43","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","RAVENNA","RA","RdO","1","1","124073",,"115933","2","1","1","1","115","10"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","VENETO","FRIULI VENEZIA GIULIA","TRIESTE","TS","RdO","1","1","39500,9",,"24030","3","1","1","1","111","4"
"2019","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","EMILIA ROMAGNA","FRIULI VENEZIA GIULIA","TRIESTE","TS","RdO","5","5","232455",,"211911,18","2,4","5","3","3","38,4","8"
"2019","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","EMILIA ROMAGNA","FRIULI VENEZIA GIULIA","UDINE","UD","RdO","2","2","3800",,"3618,65","1,5","2","1","1","41","0"
"2019","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TRENTINO ALTO ADIGE","FRIULI VENEZIA GIULIA","TRIESTE","TS","RdO","1","1","75000",,"75000","1","1","1","1","48","15"
"2019","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","FRIULI VENEZIA GIULIA","GORIZIA","GO","RdO","16","19","694252,19",,"609192,72","1,47","16","3","8","36,11","0,79"
"2019","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","FRIULI VENEZIA GIULIA","PORDENONE","PN","RdO","3","3","11000",,"10096","1,67","2","1","1","9","0"
"2019","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","FRIULI VENEZIA GIULIA","TRIESTE","TS","RdO","27","29","1834716,99",,"1728124,96","1,76","26","4","5","65,48","22,03"
"2019","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","FRIULI VENEZIA GIULIA","FRIULI VENEZIA GIULIA","UDINE","UD","RdO","19","19","83107,45",,"65142,44","4,42","18","6","7","26,26","3,37"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","LAZIO","ROMA","RM","RdO","101","102","10260843,44",,"8329769,47","2,64","77","17","21","68,12","7,06"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","MARCHE","LAZIO","ROMA","RM","RdO","2","2","95624",,"84861,42","3","2","2","2","14,5","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","PUGLIA","LAZIO","ROMA","RM","RdO","5","5","299143",,"272347,23","7,4","5","5","5","107,2","6,8"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","UMBRIA","LAZIO","ROMA","RM","RdO","2","2","57990",,"40780","2,5","1","1","1","21,5","3,5"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","VENETO","LAZIO","ROMA","RM","RdO","11","11","792194",,"722952,54","3,73","10","7","8","49","6,09"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","ABRUZZO","LAZIO","ROMA","RM","RdO","2","2","54192",,"51268,04","1,5","2","2","2","12,5","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LIGURIA","LAZIO","ROMA","RM","RdO","3","3","301550",,"179537,41","2","3","3","3","30","6,67"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","SICILIA","LAZIO","ROMA","RM","RdO","4","4","380511",,"322739,61","1,75","3","4","4","109,25","20,75"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","TOSCANA","LAZIO","ROMA","RM","RdO","12","12","904084,14",,"641568,66","1,92","7","6","8","50,42","4,25"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","CAMPANIA","LAZIO","ROMA","RM","RdO","7","7","253569,39",,"197888,99","2,71","7","3","3","54,57","14,57"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","PIEMONTE","LAZIO","ROMA","RM","RdO","7","7","701188",,"539819,12","3,71","7","3","4","115,86","13,57"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","SARDEGNA","LAZIO","ROMA","RM","RdO","1","1","7000",,"7280","1","1","1","1","85","33"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LOMBARDIA","LAZIO","ROMA","RM","RdO","51","63","6693657",,"3738759,91","2,92","38","15","18","56,3","4,83"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","EMILIA ROMAGNA","LAZIO","ROMA","RM","RdO","2","2","899000",,"780041,1","3,5","2","2","2","119","5,5"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","TRENTINO ALTO ADIGE","LAZIO","ROMA","RM","RdO","2","2","177500",,"174116,21","1,5","2","2","2","43","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","FRIULI VENEZIA GIULIA","LAZIO","ROMA","RM","RdO","4","5","117238",,"104532","5,4","3","4","4","46,2","13,6"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","CAMPANIA","PUGLIA","BARI","BA","RdO","1","1","2500",,"999,5","20","1","1","1","9","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","CAMPANIA","CASERTA","CE","RdO","13","13","167450",,"156921","1,38","11","1","3","25,15","0,85"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","MARCHE","CAMPANIA","CASERTA","CE","RdO","1","1","15200",,"10083","2","1","1","1","13","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","PUGLIA","CAMPANIA","CASERTA","CE","RdO","2","2","1100",,"1030","1,5","1","1","2","17","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","VENETO","CAMPANIA","CASERTA","CE","RdO","1","1","39130",,"35470","3","1","1","1","21","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","FRANCIA","CAMPANIA","CASERTA","CE","RdO","1","1","5000",,"1979,12","2","1","1","1","10","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LIGURIA","CAMPANIA","CASERTA","CE","RdO","1","1","3800",,"3150","1","1","1","1","35","6"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","TOSCANA","CAMPANIA","CASERTA","CE","RdO","2","2","10000",,"9110,88","2","1","1","2","17,5","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","CAMPANIA","CAMPANIA","CASERTA","CE","RdO","21","21","750218",,"715994,05","1,62","21","1","2","26,43","1,76"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","PIEMONTE","CAMPANIA","CASERTA","CE","RdO","1","1","9100",,"8970","1","1","1","1","16","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LOMBARDIA","CAMPANIA","CASERTA","CE","RdO","16","16","413230",,"362462,1","1,75","15","1","3","30,63","2,19"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","EMILIA ROMAGNA","CAMPANIA","CASERTA","CE","RdO","1","1","5000",,"3869,39","2","1","1","1","40","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","PIEMONTE","VALLE D'AOSTA","AOSTA","AO","RdO","1","1","3000",,"2395","2","1","1","1","106","0"
"2019","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","VALLE D'AOSTA","VALLE D'AOSTA","AOSTA","AO","RdO","1","1","5000",,"13348,8","1","1","1","1","26","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","LAZIO","FROSINONE","FR","RdO","4","4","34869",,"27569,05","1","4","1","1","25,25","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","LAZIO","LATINA","LT","RdO","4","4","59787,42",,"53919,17","1","4","2","2","25,5","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","LAZIO","RIETI","RI","RdO","1","1","19800",,"12650","5","1","1","1","95","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","LAZIO","ROMA","RM","RdO","276","294","14419035,15",,"12080638,21","3,54","209","34","68","59,04","6,85"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LAZIO","LAZIO","VITERBO","VT","RdO","6","6","17500",,"16586","1,67","4","1","1","20,17","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","MARCHE","LAZIO","ROMA","RM","RdO","6","6","138573,44",,"132058,18","3,33","5","4","5","26,83","0,5"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","MARCHE","LAZIO","VITERBO","VT","RdO","1","1","4800",,"1490","2","1","1","1","39","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","MOLISE","LAZIO","ROMA","RM","RdO","1","1","25056",,"24616","2","1","1","1","92","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","PUGLIA","LAZIO","ROMA","RM","RdO","31","31","1087900,8",,"985118,17","2,77","20","10","19","46,55","3,13"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","UMBRIA","LAZIO","ROMA","RM","RdO","7","7","362490",,"229437,9","5,14","5","6","6","51","2"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","UMBRIA","LAZIO","VITERBO","VT","RdO","2","2","2132",,"1604,5","2","2","2","2","30,5","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","VENETO","LAZIO","LATINA","LT","RdO","1","1","2000",,"1966,85","1","1","1","1","12","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","VENETO","LAZIO","ROMA","RM","RdO","41","45","1570268,38",,"1220999,58","2,87","34","15","24","59,56","4,62"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","VENETO","LAZIO","VITERBO","VT","RdO","2","2","2250",,"1463","2,5","1","1","1","21","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","ABRUZZO","LAZIO","ROMA","RM","RdO","6","6","441215,68",,"392387,97","3","6","4","5","84,83","2"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","IRLANDA","LAZIO","ROMA","RM","RdO","1","1","193750",,"189487,5","1","1","1","1","59","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","LIGURIA","LAZIO","ROMA","RM","RdO","4","5","136900",,"89193,1","3","3","4","4","95","0"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","SICILIA","LAZIO","ROMA","RM","RdO","22","23","427074,25",,"514929,81","2,83","21","10","14","54,35","3,35"
"2019","ENTI PUBBLICI NON ECONOMICI DELLO STATO ED AUTHORITY","TOSCANA","LAZIO","ROMA","RM","RdO","27","27","772268,58",,"608732,31","2,7","26","12","14","50,7","8,15"
