#Anno_Riferimento,Tipologia_Amministrazione,Regione_Fornitore,Regione_PA,Tipo_Negoziazione,N_negoziazioni_stipulate,N_Contratti_Stipulati,Valore_Base_Asta,Perc_negoziazioni_base_asta_valorizzata,Valore_contratti_stipulati,N_Medio_Fornitori_Partecipanti,N_Fornitori_con_contratti_stipulati,N_PA_Appaltanti,N_PO,Durata_media_negoziazione,Tempi_Medi_Stipula
"2018","CAMERE DI COMMERCIO","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","TD","1","1","409","100","360","1","1","1","1","6","0"
"2018","CAMERE DI COMMERCIO","LAZIO","TRENTINO ALTO ADIGE","TD","5","5","26100","60","46760","1","2","2","2","28,6","0"
"2018","CAMERE DI COMMERCIO","MARCHE","TRENTINO ALTO ADIGE","TD","2","2","2800","50","5824,01","1","1","1","1","50","0"
"2018","CAMERE DI COMMERCIO","PUGLIA","TRENTINO ALTO ADIGE","TD","1","1","4500","100","4500","1","1","1","1","14","0"
"2018","CAMERE DI COMMERCIO","UMBRIA","TRENTINO ALTO ADIGE","TD","1","1","2729","100","2729","1","1","1","1","18","0"
"2018","CAMERE DI COMMERCIO","LOMBARDIA","TRENTINO ALTO ADIGE","TD","1","1",,"0","1476","1","1","1","1","24","0"
"2018","CAMERE DI COMMERCIO","EMILIA ROMAGNA","TRENTINO ALTO ADIGE","TD","1","1","1500","100","1500","1","1","1","1","19","0"
"2018","CAMERE DI COMMERCIO","TRENTINO ALTO ADIGE","TRENTINO ALTO ADIGE","TD","4","4",,"0","39440","1","3","1","2","41","0"
"2018","CAMERE DI COMMERCIO","LAZIO","FRIULI VENEZIA GIULIA","TD","7","7",,"0","11142,15","1","4","1","2","35,14","0"
"2018","CAMERE DI COMMERCIO","VENETO","FRIULI VENEZIA GIULIA","TD","6","6","28855,39","50","54054,95","1","5","2","3","13,67","0"
"2018","CAMERE DI COMMERCIO","LIGURIA","FRIULI VENEZIA GIULIA","TD","2","2","4098,36","50","7348,36","1","2","2","2","4,5","0"
"2018","CAMERE DI COMMERCIO","TOSCANA","FRIULI VENEZIA GIULIA","TD","1","1","8196,72","100","8195","1","1","1","1","21","0"
"2018","CAMERE DI COMMERCIO","PIEMONTE","FRIULI VENEZIA GIULIA","TD","2","2",,"0","50960","1","1","1","1","27,5","0"
"2018","CAMERE DI COMMERCIO","LOMBARDIA","FRIULI VENEZIA GIULIA","TD","12","12","1856,7","16,67","66436,32","1","11","3","4","23","0"
"2018","CAMERE DI COMMERCIO","EMILIA ROMAGNA","FRIULI VENEZIA GIULIA","TD","8","8",,"0","72707,55","1","7","2","3","10,88","0"
"2018","CAMERE DI COMMERCIO","FRIULI VENEZIA GIULIA","FRIULI VENEZIA GIULIA","TD","66","66","84532,01","45,45","196095,59","1","42","3","4","11,77","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","LAZIO","TD","120","120","2500","1,67","191593,07","1","42","4","4","3,69","0"
"2018","CONSERVATORI E ACCADEMIE","MARCHE","LAZIO","TD","1","1",,"0","2130","1","1","1","1","7","0"
"2018","CONSERVATORI E ACCADEMIE","PUGLIA","LAZIO","TD","1","1",,"0","685,24","1","1","1","1","2","0"
"2018","CONSERVATORI E ACCADEMIE","UMBRIA","LAZIO","TD","7","7",,"0","15480","1","4","1","1","1,57","0"
"2018","CONSERVATORI E ACCADEMIE","VENETO","LAZIO","TD","3","3",,"0","13628,77","1","1","1","1","2","0"
"2018","CONSERVATORI E ACCADEMIE","TOSCANA","LAZIO","TD","2","2",,"0","5570","1","1","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","CAMPANIA","LAZIO","TD","2","2",,"0","7296","1","2","1","1","2,5","0"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","LAZIO","TD","20","20",,"0","11442,48","1","2","1","1","3,6","0"
"2018","CONSERVATORI E ACCADEMIE","EMILIA ROMAGNA","LAZIO","TD","3","3",,"0","3919,89","1","2","2","2","4","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","MARCHE","TD","2","2","8298,35","100","7773,35","1","2","2","2","2,5","0"
"2018","CONSERVATORI E ACCADEMIE","MARCHE","MARCHE","TD","48","48","93848,87","85,42","83870,08","1","21","3","3","5,15","0"
"2018","CONSERVATORI E ACCADEMIE","CAMPANIA","MARCHE","TD","1","1","1500","100","1100","1","1","1","1","4","0"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","MARCHE","TD","3","3","8105,5","100","8105,5","1","2","1","1","5,67","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","PUGLIA","TD","2","2","9500","50","12612,06","1","2","2","2","9,5","0"
"2018","CONSERVATORI E ACCADEMIE","PUGLIA","PUGLIA","TD","16","16","16350","18,75","78312,26","1","14","4","5","6,69","0"
"2018","CONSERVATORI E ACCADEMIE","TOSCANA","PUGLIA","TD","1","1",,"0","18839","1","1","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","PUGLIA","TD","1","1",,"0","7217,86","1","1","1","1","8","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","UMBRIA","TD","1","1","23460","100","23460","1","1","1","1","6","0"
"2018","CONSERVATORI E ACCADEMIE","UMBRIA","UMBRIA","TD","4","4","984","25","1802,25","1","4","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","VENETO","TD","1","1",,"0","220,27","1","1","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","PUGLIA","VENETO","TD","1","1",,"0","271,96","1","1","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","VENETO","VENETO","TD","16","16","55725","18,75","171206,8","1","15","4","5","8,25","0"
"2018","CONSERVATORI E ACCADEMIE","TOSCANA","VENETO","TD","2","2",,"0","2911,5","1","2","2","2","6,5","0"
"2018","CONSERVATORI E ACCADEMIE","CAMPANIA","VENETO","TD","1","1",,"0","1650","1","1","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","VENETO","TD","5","5","10000","20","19675,7","1","5","2","2","23,2","0"
"2018","CONSERVATORI E ACCADEMIE","EMILIA ROMAGNA","VENETO","TD","2","2",,"0","7443,8","1","2","2","2","10","0"
"2018","CONSERVATORI E ACCADEMIE","TRENTINO ALTO ADIGE","VENETO","TD","6","6",,"0","62700","1","1","6","6","12,5","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","ABRUZZO","TD","4","4","3000","25","26985,28","1","3","2","2","7,25","0"
"2018","CONSERVATORI E ACCADEMIE","MARCHE","ABRUZZO","TD","4","4",,"0","4168,25","1","2","2","2","4,75","0"
"2018","CONSERVATORI E ACCADEMIE","VENETO","ABRUZZO","TD","1","1",,"0","1417,9","1","1","1","1","7","0"
"2018","CONSERVATORI E ACCADEMIE","ABRUZZO","ABRUZZO","TD","10","10","3640","50","27252,9","1","8","2","2","6","0"
"2018","CONSERVATORI E ACCADEMIE","LIGURIA","ABRUZZO","TD","1","1","1000","100","1464","1","1","1","1","16","0"
"2018","CONSERVATORI E ACCADEMIE","PIEMONTE","ABRUZZO","TD","2","2",,"0","26259,83","1","2","1","1","6,5","0"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","ABRUZZO","TD","2","2",,"0","11004","1","1","1","1","4","0"
"2018","CONSERVATORI E ACCADEMIE","EMILIA ROMAGNA","ABRUZZO","TD","1","1",,"0","9672","1","1","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","LIGURIA","TD","2","2","19776,96","50","40179,36","1","1","2","2","30","0"
"2018","CONSERVATORI E ACCADEMIE","LIGURIA","LIGURIA","TD","4","4","8200","100","8138","1","4","1","1","8,25","0"
"2018","CONSERVATORI E ACCADEMIE","TOSCANA","LIGURIA","TD","1","1",,"0","902,44","1","1","1","1","2","0"
"2018","CONSERVATORI E ACCADEMIE","PIEMONTE","LIGURIA","TD","2","2","964,6","100","964,6","1","1","1","1","2,5","0"
"2018","CONSERVATORI E ACCADEMIE","SICILIA","SICILIA","TD","20","20","11800","10","71671,88","1","14","4","4","6,4","0"
"2018","CONSERVATORI E ACCADEMIE","CAMPANIA","SICILIA","TD","1","1",,"0","1833,4","1","1","1","1","1","0"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","SICILIA","TD","1","1",,"0","4737","1","1","1","1","4","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","TOSCANA","TD","3","3","1720,44","33,33","10010,44","1","3","3","3","6,67","0"
"2018","CONSERVATORI E ACCADEMIE","PUGLIA","TOSCANA","TD","3","3","700","33,33","7237,62","1","3","3","3","17,33","0"
"2018","CONSERVATORI E ACCADEMIE","VENETO","TOSCANA","TD","2","2",,"0","9679,12","1","2","1","2","6,5","0"
"2018","CONSERVATORI E ACCADEMIE","TOSCANA","TOSCANA","TD","70","70","93478","22,86","363594,54","1","46","5","7","8,31","0"
"2018","CONSERVATORI E ACCADEMIE","PIEMONTE","TOSCANA","TD","2","2",,"0","1495,51","1","1","2","2","6,5","0"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","TOSCANA","TD","11","11","17770","45,45","30877,93","1","6","4","4","6,91","0"
"2018","CONSERVATORI E ACCADEMIE","EMILIA ROMAGNA","TOSCANA","TD","2","2",,"0","3169,6","1","2","1","2","7,5","0"
"2018","CONSERVATORI E ACCADEMIE","TRENTINO ALTO ADIGE","TOSCANA","TD","1","1",,"0","13300","1","1","1","1","6","0"
"2018","CONSERVATORI E ACCADEMIE","PUGLIA","CALABRIA","TD","2","2",,"0","2941,78","1","1","1","1","3","0"
"2018","CONSERVATORI E ACCADEMIE","VENETO","CALABRIA","TD","2","2","4700","100","4200,18","1","1","1","1","6","0"
"2018","CONSERVATORI E ACCADEMIE","CALABRIA","CALABRIA","TD","31","31","1300","3,23","128916,12","1","14","3","3","4,77","0"
"2018","CONSERVATORI E ACCADEMIE","PIEMONTE","CALABRIA","TD","1","1",,"0","1200","1","1","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","CAMPANIA","TD","1","1",,"0","3260","1","1","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","LIGURIA","CAMPANIA","TD","1","1","150","100","150","1","1","1","1","7","0"
"2018","CONSERVATORI E ACCADEMIE","CAMPANIA","CAMPANIA","TD","47","47","41270","38,3","98190,81","1","29","4","4","5,7","0"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","PIEMONTE","TD","3","3",,"0","17955,26","1","3","2","2","10","0"
"2018","CONSERVATORI E ACCADEMIE","VENETO","PIEMONTE","TD","1","1",,"0","290,1","1","1","1","1","5","0"
"2018","CONSERVATORI E ACCADEMIE","TOSCANA","PIEMONTE","TD","1","1",,"0","611,75","1","1","1","1","15","0"
"2018","CONSERVATORI E ACCADEMIE","PIEMONTE","PIEMONTE","TD","25","25","11030","12","51886,93","1","16","3","3","10","0"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","PIEMONTE","TD","8","8",,"0","5908,89","1","7","3","3","6","0"
"2018","CONSERVATORI E ACCADEMIE","EMILIA ROMAGNA","PIEMONTE","TD","1","1",,"0","2180","1","1","1","1","7","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","CALABRIA","TD","1","1",,"0","6587,5","1","1","1","1","10","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CALABRIA","CALABRIA","TD","4","4","12800","25","44253,5","1","4","2","2","43,5","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","CALABRIA","TD","2","2",,"0","32050","1","2","1","1","84","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","CAMPANIA","TD","1","1",,"0","2630,4","1","1","1","1","2","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VENETO","PIEMONTE","TD","1","1",,"0","37428","1","1","1","1","28","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","PIEMONTE","TD","2","2","1350","100","1350","1","2","1","1","8,5","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","ABRUZZO","SARDEGNA","TD","3","3","19488,37","100","19527,68","1","1","1","1","9","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SICILIA","SARDEGNA","TD","1","1","1750","100","2695","1","1","1","1","40","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TOSCANA","SARDEGNA","TD","1","1",,"0","1642,5","1","1","1","1","41","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SARDEGNA","SARDEGNA","TD","9","9","97168,16","100","98993,85","1","9","2","2","25,67","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","SARDEGNA","TD","2","2","9052,4","100","8175","1","2","1","1","27","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","SARDEGNA","TD","1","1","83","100","2342,4","1","1","1","1","77","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","LOMBARDIA","TD","1","1","30800","100","30664,81","1","1","1","1","19","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","BASILICATA","TD","2","2","14761","100","14462,82","1","2","1","1","9","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","BASILICATA","BASILICATA","TD","4","4","9670,99","100","6881,75","1","4","1","1","20,25","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","EMILIA ROMAGNA","TD","1","1","35000","100","34682","1","1","1","1","17","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","EMILIA ROMAGNA","TD","3","3","5671","100","6810","1","3","1","1","24","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","TRENTINO ALTO ADIGE","TD","1","1","95","100","84","1","1","1","1","7","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","TRENTINO ALTO ADIGE","TD","1","1","4718,18","100","3880,18","1","1","1","1","26","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TRENTINO ALTO ADIGE","TRENTINO ALTO ADIGE","TD","4","4","24284,6","100","23822","1","4","1","1","16,75","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","FRIULI VENEZIA GIULIA","TD","3","3","3100","100","2600","1","1","1","1","5,67","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","FRIULI VENEZIA GIULIA","TD","2","2","245","50","8943,55","1","2","2","2","11,5","0"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","FRIULI VENEZIA GIULIA","FRIULI VENEZIA GIULIA","TD","5","5","15675","100","14623,64","1","5","1","2","17,8","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","LAZIO","TD","68","68","531190,35","41,18","1255443,91","1","50","10","18","62,72","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","LAZIO","TD","1","1",,"0","19800","1","1","1","1","28","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","UMBRIA","LAZIO","TD","2","2","1700","50","7200,08","1","2","2","2","33","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VENETO","LAZIO","TD","11","11","9560","18,18","56282,06","1","10","6","6","69,55","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","ABRUZZO","LAZIO","TD","3","3","8800","33,33","32772,2","1","3","2","2","238,67","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LIGURIA","LAZIO","TD","1","1","3040","100","2790","1","1","1","1","51","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","SICILIA","LAZIO","TD","4","4","640,64","25","38595","1","3","2","2","109,75","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","TOSCANA","LAZIO","TD","10","10","102120","60","132676,82","1","6","6","7","55,4","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","CALABRIA","LAZIO","TD","1","1",,"0","16200","1","1","1","1","11","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","CAMPANIA","LAZIO","TD","4","4","7862","50","14124,2","1","4","3","3","22,75","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PIEMONTE","LAZIO","TD","4","4","20700","25","50743,5","1","4","3","4","41,25","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","LAZIO","TD","39","39","403131,72","38,46","1004816,22","1","34","10","14","44,23","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","BASILICATA","LAZIO","TD","1","1","11000","100","10702","1","1","1","1","61","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","LAZIO","TD","5","5","4000","20","18865,5","1","4","3","4","15,8","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","LAZIO","TD","2","2","39840","50","40525","1","2","2","2","44","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","MARCHE","TD","94","94","281584,75","35,11","691808,39","1","31","1","17","26,87","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","MARCHE","TD","493","493","1417467,21","27,79","2839035,28","1","118","1","23","25,23","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","MARCHE","TD","1","1",,"0","220320","1","1","1","1","18","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","MARCHE","TD","9","9","168958","88,89","207806,13","1","2","1","5","24,44","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","UMBRIA","MARCHE","TD","37","37","121634,62","62,16","185301,68","1","13","1","9","21,76","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VENETO","MARCHE","TD","57","57","86480,82","26,32","286988,28","1","25","1","9","31,09","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","ABRUZZO","MARCHE","TD","9","9","68534,96","44,44","70229,79","1","7","1","6","8,78","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LIGURIA","MARCHE","TD","16","16","87720,44","68,75","147769,98","1","7","1","7","14","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","SICILIA","MARCHE","TD","4","4","1360","25","4903","1","4","1","4","16","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","TOSCANA","MARCHE","TD","33","33","78368,33","36,36","129174,41","1","12","1","10","23,79","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","CALABRIA","MARCHE","TD","1","1",,"0","34,8","1","1","1","1","16","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","CAMPANIA","MARCHE","TD","1","1",,"0","123","1","1","1","1","6","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","NORVEGIA","MARCHE","TD","2","2",,"0","17320","1","1","1","2","19","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PIEMONTE","MARCHE","TD","31","31","164542,83","64,52","165621,15","1","10","1","10","19,77","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","SARDEGNA","MARCHE","TD","1","1",,"0","3500","1","1","1","1","99","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","MARCHE","TD","418","418","2394977,91","35,65","4826546,08","1","103","1","20","24,8","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","BASILICATA","MARCHE","TD","1","1",,"0","1785","1","1","1","1","7","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PAESI BASSI","MARCHE","TD","1","1",,"0","37383","1","1","1","1","27","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","MARCHE","TD","104","104","361842,6","39,42","770991,88","1","34","1","15","19,49","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","TRENTINO ALTO ADIGE","MARCHE","TD","7","7","3200","14,29","11349,94","1","3","1","4","25,43","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","FRIULI VENEZIA GIULIA","MARCHE","TD","13","13","80213","61,54","81464","1","5","1","5","17,54","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","MOLISE","TD","3","3","660","33,33","4191","1","3","1","1","9,33","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","MOLISE","TD","1","1",,"0","3160","1","1","1","1","8","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","MOLISE","TD","1","1","34500","100","32775","1","1","1","1","27","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VENETO","MOLISE","TD","2","2",,"0","398","1","2","1","1","10","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","ABRUZZO","MOLISE","TD","6","6",,"0","27004,7","1","3","1","1","7,5","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","SICILIA","MOLISE","TD","1","1",,"0","299","1","1","1","1","3","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","TOSCANA","MOLISE","TD","2","2",,"0","95000","1","2","1","1","287,5","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","MOLISE","TD","16","16","42900","12,5","226489,36","1","12","1","1","12,25","0"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","REGNO UNITO","MOLISE","TD","1","1",,"0","1700","1","1","1","1","16","0"
"2018","COMUNI","LAZIO","LAZIO","TD","1255","1255","7240429,17","66,06","10375742,16","1","718","187","444","15,3","0"
"2018","COMUNI","MARCHE","LAZIO","TD","37","37","73019","48,65","173694,01","1","11","22","24","10,95","0"
"2018","COMUNI","MOLISE","LAZIO","TD","5","5","39100","80","63199,33","1","4","5","5","4,4","0"
"2018","COMUNI","PUGLIA","LAZIO","TD","43","43","103410,83","51,16","225028,57","1","24","28","33","11,37","0"
"2018","COMUNI","SPAGNA","LAZIO","TD","2","2","3035","50","5412,6","1","2","2","2","4,5","0"
"2018","COMUNI","UMBRIA","LAZIO","TD","43","43","338350,02","67,44","371409,45","1","29","24","29","14,19","0"
"2018","COMUNI","VENETO","LAZIO","TD","128","128","619399,94","44,53","983244,46","1","31","67","91","12,09","0"
"2018","COMUNI","ABRUZZO","LAZIO","TD","52","52","164331,42","46,15","282300,81","1","23","33","37","10,4","0"
"2018","COMUNI","LIGURIA","LAZIO","TD","14","14","28885,42","57,14","70653,1","1","8","9","10","20,36","0"
"2018","COMUNI","SICILIA","LAZIO","TD","6","6","23955","33,33","49883,42","1","5","6","6","17,5","0"
"2018","COMUNI","TOSCANA","LAZIO","TD","56","56","328717,38","57,14","588060,98","1","37","38","47","16,96","0"
"2018","COMUNI","CALABRIA","LAZIO","TD","24","24","72657,52","66,67","113722,15","1","4","16","17","10,29","0"
"2018","COMUNI","CAMPANIA","LAZIO","TD","49","49","567554,53","61,22","633509,65","1","37","34","40","12,76","0"
"2018","COMUNI","PIEMONTE","LAZIO","TD","29","29","125863,43","48,28","250455,53","1","22","21","25","12,83","0"
"2018","COMUNI","SARDEGNA","LAZIO","TD","1","1","15000","100","14000","1","1","1","1","21","0"
"2018","COMUNI","LOMBARDIA","LAZIO","TD","268","268","1232982,76","68,66","1712765,57","1","81","94","139","12,84","0"
"2018","COMUNI","BASILICATA","LAZIO","TD","1","1",,"0","3995","1","1","1","1","4","0"
"2018","COMUNI","SAN MARINO","LAZIO","TD","4","4",,"0","42500","1","2","3","4","10","0"
"2018","COMUNI","EMILIA ROMAGNA","LAZIO","TD","228","228","626860,72","38,16","1605176,86","1","34","94","135","12,43","0"
"2018","COMUNI","TRENTINO ALTO ADIGE","LAZIO","TD","15","15","102189,59","66,67","128231,12","1","7","11","12","15,2","0"
"2018","COMUNI","FRIULI VENEZIA GIULIA","LAZIO","TD","6","6","35199,7","83,33","40620","1","6","4","5","30,67","0"
"2018","COMUNI","LAZIO","MARCHE","TD","97","97","701289,61","50,52","1062070,63","1","38","54","77","11,61","0"
"2018","COMUNI","MARCHE","MARCHE","TD","2413","2413","10157015,62","67,47","14649205,37","1","1028","174","443","10,34","0"
"2018","COMUNI","MOLISE","MARCHE","TD","7","7","52755,13","85,71","151186,13","1","5","5","5","5,86","0"
"2018","COMUNI","PUGLIA","MARCHE","TD","14","14","46971","42,86","100234,36","1","11","13","14","16,14","0"
"2018","COMUNI","UMBRIA","MARCHE","TD","56","56","340406,44","67,86","585878,7","1","25","27","33","10,48","0"
"2018","COMUNI","VENETO","MARCHE","TD","75","75","200996,91","48","406999,44","1","42","36","45","15,69","0"
"2018","COMUNI","ABRUZZO","MARCHE","TD","89","89","622275,05","69,66","688330,2","1","50","41","59","15,84","0"
"2018","COMUNI","LIGURIA","MARCHE","TD","10","10","42652,2","80","46109,24","1","7","10","10","27,1","0"
"2018","COMUNI","SICILIA","MARCHE","TD","3","3","8275","66,67","16677,05","1","3","3","3","24","0"
"2018","COMUNI","TOSCANA","MARCHE","TD","53","53","110377,4","35,85","203087,68","1","27","25","39","10,32","0"
"2018","COMUNI","CALABRIA","MARCHE","TD","3","3","700","33,33","4794,5","1","2","3","3","2","0"
"2018","COMUNI","CAMPANIA","MARCHE","TD","13","13","101474,9","76,92","105737,95","1","7","6","8","6,38","0"
"2018","COMUNI","PIEMONTE","MARCHE","TD","30","30","125794,58","53,33","205961,41","1","19","21","25","10,9","0"
"2018","COMUNI","SARDEGNA","MARCHE","TD","11","11","159858,36","100","160470,05","1","2","5","5","7,91","0"
"2018","COMUNI","LOMBARDIA","MARCHE","TD","151","151","404552,6","39,74","719760,6","1","75","75","107","8,28","0"
"2018","COMUNI","BASILICATA","MARCHE","TD","2","2","16724","100","15209,27","1","2","2","2","5,5","0"
"2018","COMUNI","SAN MARINO","MARCHE","TD","9","9","51350","44,44","90786","1","2","8","9","29,89","0"
"2018","COMUNI","VALLE D'AOSTA","MARCHE","TD","1","1",,"0","331,6","1","1","1","1","3","0"
"2018","COMUNI","EMILIA ROMAGNA","MARCHE","TD","170","170","900616,57","55,88","1275722,58","1","74","66","116","13,27","0"
"2018","COMUNI","TRENTINO ALTO ADIGE","MARCHE","TD","31","31","169534,2","61,29","255807,03","1","12","16","21","14,84","0"
"2018","COMUNI","FRIULI VENEZIA GIULIA","MARCHE","TD","10","10","21193,35","30","60574,97","1","6","8","9","6,5","0"
"2018","COMUNI","LAZIO","MOLISE","TD","5","5","27490,45","60","27080,51","1","5","4","4","6,6","0"
"2018","COMUNI","MARCHE","MOLISE","TD","7","7","69650","42,86","79600,53","1","6","6","6","39","0"
"2018","COMUNI","MOLISE","MOLISE","TD","165","165","664490,46","53,94","1291020,36","1","82","58","78","20,41","0"
"2018","COMUNI","PUGLIA","MOLISE","TD","9","9","28225,04","44,44","90521,21","1","8","8","9","9,11","0"
"2018","COMUNI","VENETO","MOLISE","TD","1","1",,"0","16100","1","1","1","1","14","0"
"2018","COMUNI","ABRUZZO","MOLISE","TD","8","8","24896,6","50","131446,6","1","6","7","7","7,5","0"
"2018","COMUNI","TOSCANA","MOLISE","TD","2","2","22500","50","22437,4","1","2","2","2","6,5","0"
"2018","COMUNI","CAMPANIA","MOLISE","TD","20","20","148385,28","75","246212,08","1","7","16","17","8,6","0"
"2018","COMUNI","PIEMONTE","MOLISE","TD","7","7","66289","42,86","68337,29","1","4","6","7","7,86","0"
"2018","COMUNI","LOMBARDIA","MOLISE","TD","13","13","29726,74","46,15","108294,37","1","5","9","9","4,77","0"
