#Anno_Riferimento,Tipologia_Amministrazione,Regione_Fornitore,Regione_PA,Tipo_Negoziazione,N_negoziazioni_stipulate,N_Contratti_Stipulati,Valore_Base_Asta,Perc_negoziazioni_base_asta_valorizzata,Valore_contratti_stipulati,N_Medio_Fornitori_Partecipanti,N_Fornitori_con_contratti_stipulati,N_PA_Appaltanti,N_PO,Durata_media_negoziazione,Tempi_Medi_Stipula
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LAZIO","VENETO","TD","71","71","365108,11","21,13","828161,57","1","35","4","13","21,62","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","BELGIO","VENETO","TD","1","1","39360","100","39360","1","1","1","1","75","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","MARCHE","VENETO","TD","3","3","46623","66,67","49713,56","1","3","1","2","26,33","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PUGLIA","VENETO","TD","4","4","47222,45","75","54329,84","1","3","2","3","32","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","UMBRIA","VENETO","TD","2","2","2600","50","5237,8","1","2","2","2","22,5","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","VENETO","VENETO","TD","304","304","2112614,6","41,12","3563935,75","1","155","4","19","22,18","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","ABRUZZO","VENETO","TD","3","3","93500","100","87676,28","1","2","2","2","28","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","AUSTRIA","VENETO","TD","1","1",,"0","35006,93","1","1","1","1","84","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","IRLANDA","VENETO","TD","1","1",,"0","3564","1","1","1","1","9","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LIGURIA","VENETO","TD","15","15","177510","40","210881,2","1","11","3","6","21,53","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","VENETO","TD","1","1",,"0","1516,9","1","1","1","1","51","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TOSCANA","VENETO","TD","29","29","370556","20,69","557548,26","1","18","3","9","22,24","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CAMPANIA","VENETO","TD","2","2",,"0","6607,33","1","2","2","2","59,5","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","NORVEGIA","VENETO","TD","2","2","4500","50","8399","1","1","2","2","6,5","0"
"2018","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PIEMONTE","VENETO","TD","11","11","50652,8","36,36","116363,45","1","9","3","6","40,09","0"
"2018","UNIVERSITA' E POLITECNICI","TOSCANA","VALLE D'AOSTA","TD","2","2","990","50","1888","1","1","1","1","4,5","0"
"2018","UNIVERSITA' E POLITECNICI","PIEMONTE","VALLE D'AOSTA","TD","2","2","2920","100","2775","1","2","1","1","27,5","0"
"2018","UNIVERSITA' E POLITECNICI","LOMBARDIA","VALLE D'AOSTA","TD","1","1","800","100","600","1","1","1","1","6","0"
"2018","UNIVERSITA' E POLITECNICI","VALLE D'AOSTA","VALLE D'AOSTA","TD","2","2","10500","100","12999","1","2","1","2","12,5","0"
"2018","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","VALLE D'AOSTA","TD","2","2","810","50","15280","1","2","1","2","8,5","0"
"2018","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","VALLE D'AOSTA","TD","1","1","4500","100","3400","1","1","1","1","12","0"
"2018","UNIVERSITA' E POLITECNICI","LAZIO","EMILIA ROMAGNA","TD","244","244","925389,78","64,34","1236369,64","1","93","4","66","10,46","0"
"2018","UNIVERSITA' E POLITECNICI","MARCHE","EMILIA ROMAGNA","TD","43","43","299500,42","76,74","327197,59","1","23","4","21","10,19","0"
"2018","UNIVERSITA' E POLITECNICI","PUGLIA","EMILIA ROMAGNA","TD","37","37","51691,18","56,76","80769,05","1","15","4","24","13,14","0"
"2018","UNIVERSITA' E POLITECNICI","UMBRIA","EMILIA ROMAGNA","TD","20","20","18409,62","50","34833,74","1","8","3","14","12,05","0"
"2018","UNIVERSITA' E POLITECNICI","VENETO","EMILIA ROMAGNA","TD","175","175","350337,57","67,43","643720,21","1","63","4","60","12,36","0"
"2018","UNIVERSITA' E POLITECNICI","ABRUZZO","EMILIA ROMAGNA","TD","14","14","33888,19","71,43","39516,67","1","5","2","8","9,29","0"
"2018","UNIVERSITA' E POLITECNICI","IRLANDA","EMILIA ROMAGNA","TD","1","1",,"0","1100","1","1","1","1","35","0"
"2018","UNIVERSITA' E POLITECNICI","LIGURIA","EMILIA ROMAGNA","TD","19","19","111630,56","68,42","141380,61","1","13","4","13","9,21","0"
"2018","UNIVERSITA' E POLITECNICI","SICILIA","EMILIA ROMAGNA","TD","6","6","6098,41","66,67","16004,6","1","6","1","5","14","0"
"2018","UNIVERSITA' E POLITECNICI","TOSCANA","EMILIA ROMAGNA","TD","112","112","320864,22","69,64","433929,79","1","52","4","54","10,07","0"
"2018","UNIVERSITA' E POLITECNICI","CALABRIA","EMILIA ROMAGNA","TD","5","5","2831,24","60","4280,17","1","5","1","4","22,6","0"
"2018","UNIVERSITA' E POLITECNICI","CAMPANIA","EMILIA ROMAGNA","TD","45","45","64455,07","55,56","105029,03","1","17","3","22","11,8","0"
"2018","UNIVERSITA' E POLITECNICI","GERMANIA","EMILIA ROMAGNA","TD","2","2","76910","100","76900","1","2","2","2","7","0"
"2018","UNIVERSITA' E POLITECNICI","NORVEGIA","EMILIA ROMAGNA","TD","2","2","16644","100","16443,1","1","1","1","2","12,5","0"
"2018","UNIVERSITA' E POLITECNICI","PIEMONTE","EMILIA ROMAGNA","TD","106","106","364963,47","68,87","846120,95","1","42","4","44","10,45","0"
"2018","UNIVERSITA' E POLITECNICI","SARDEGNA","EMILIA ROMAGNA","TD","7","7","42352","85,71","50331,2","1","4","3","5","7,43","0"
"2018","UNIVERSITA' E POLITECNICI","LOMBARDIA","EMILIA ROMAGNA","TD","1573","1573","4267044,4","65,35","5948019,15","1","265","4","105","11,59","0"
"2018","UNIVERSITA' E POLITECNICI","SAN MARINO","EMILIA ROMAGNA","TD","3","3","33900","100","33498,5","1","2","1","1","6","0"
"2018","UNIVERSITA' E POLITECNICI","REGNO UNITO","EMILIA ROMAGNA","TD","2","2","2850","100","2810","1","1","1","1","8","0"
"2018","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","EMILIA ROMAGNA","TD","2576","2576","9474049,21","63,59","12005824,71","1","722","4","137","9,78","0"
"2018","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","TD","24","24","120631,46","45,83","167900,24","1","14","3","14","12,13","0"
"2018","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","TD","33","33","151098,03","63,64","284643,61","1","16","4","22","12,7","0"
"2018","UNIVERSITA' E POLITECNICI","LAZIO","TRENTINO ALTO ADIGE","TD","7","7","18899,5","71,43","20382,5","1","6","1","5","4","0"
"2018","UNIVERSITA' E POLITECNICI","MARCHE","TRENTINO ALTO ADIGE","TD","1","1","5461,17","100","5461,17","1","1","1","1","4","0"
"2018","UNIVERSITA' E POLITECNICI","PUGLIA","TRENTINO ALTO ADIGE","TD","3","3",,"0","2153","1","2","1","2","4,33","0"
"2018","UNIVERSITA' E POLITECNICI","UMBRIA","TRENTINO ALTO ADIGE","TD","1","1","347,18","100","347,18","1","1","1","1","2","0"
"2018","UNIVERSITA' E POLITECNICI","VENETO","TRENTINO ALTO ADIGE","TD","10","10","14365,18","60","33425,34","1","10","1","6","6","0"
"2018","UNIVERSITA' E POLITECNICI","ABRUZZO","TRENTINO ALTO ADIGE","TD","6","6","17810,47","66,67","19781,31","1","2","1","3","5,33","0"
"2018","UNIVERSITA' E POLITECNICI","LIGURIA","TRENTINO ALTO ADIGE","TD","5","5","31840","60","40940","1","3","1","3","4,6","0"
"2018","UNIVERSITA' E POLITECNICI","TOSCANA","TRENTINO ALTO ADIGE","TD","3","3","3110","66,67","6113","1","3","1","3","12,67","0"
"2018","UNIVERSITA' E POLITECNICI","CALABRIA","TRENTINO ALTO ADIGE","TD","1","1","2950","100","2900","1","1","1","1","8","0"
"2018","UNIVERSITA' E POLITECNICI","CAMPANIA","TRENTINO ALTO ADIGE","TD","3","3",,"0","45802,5","1","2","1","1","17","0"
"2018","UNIVERSITA' E POLITECNICI","PIEMONTE","TRENTINO ALTO ADIGE","TD","6","6","4435","66,67","26301","1","6","1","4","2,5","0"
"2018","UNIVERSITA' E POLITECNICI","LOMBARDIA","TRENTINO ALTO ADIGE","TD","41","41","317442,26","80,49","350114,56","1","32","1","7","6,73","0"
"2018","UNIVERSITA' E POLITECNICI","REGNO UNITO","TRENTINO ALTO ADIGE","TD","1","1","4300","100","4298","1","1","1","1","28","0"
"2018","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","TRENTINO ALTO ADIGE","TD","12","12","34109","41,67","36849,14","1","9","1","6","5,83","0"
"2018","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","TRENTINO ALTO ADIGE","TD","6","6","19936","66,67","33342,45","1","6","1","6","3,5","0"
"2018","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","TRENTINO ALTO ADIGE","TD","1","1","3010","100","3000","1","1","1","1","2","0"
"2018","UNIVERSITA' E POLITECNICI","LAZIO","FRIULI VENEZIA GIULIA","TD","46","46","60322","15,22","166969,19","1","25","2","9","12,26","0"
"2018","UNIVERSITA' E POLITECNICI","MARCHE","FRIULI VENEZIA GIULIA","TD","2","2",,"0","1842","1","2","2","2","10,5","0"
"2018","UNIVERSITA' E POLITECNICI","PUGLIA","FRIULI VENEZIA GIULIA","TD","7","7","7000","14,29","16335,64","1","4","2","5","13,86","0"
"2018","UNIVERSITA' E POLITECNICI","VENETO","FRIULI VENEZIA GIULIA","TD","69","69","148586,28","40,58","263853,65","1","34","3","12","11,2","0"
"2018","UNIVERSITA' E POLITECNICI","ABRUZZO","FRIULI VENEZIA GIULIA","TD","3","3","233,28","33,33","2637,66","1","1","2","3","14,33","0"
"2018","UNIVERSITA' E POLITECNICI","LIGURIA","FRIULI VENEZIA GIULIA","TD","8","8","14810","37,5","52209,89","1","7","2","5","26,5","0"
"2018","UNIVERSITA' E POLITECNICI","SICILIA","FRIULI VENEZIA GIULIA","TD","2","2","4026","50","5026","1","2","2","2","9","0"
"2018","UNIVERSITA' E POLITECNICI","TOSCANA","FRIULI VENEZIA GIULIA","TD","13","13","12500","23,08","61705,76","1","8","2","6","18,77","0"
"2018","UNIVERSITA' E POLITECNICI","CAMPANIA","FRIULI VENEZIA GIULIA","TD","18","18",,"0","65259,5","1","7","2","6","14,89","0"
"2018","UNIVERSITA' E POLITECNICI","GERMANIA","FRIULI VENEZIA GIULIA","TD","2","2",,"0","1580,83","1","1","1","2","16","0"
"2018","UNIVERSITA' E POLITECNICI","PIEMONTE","FRIULI VENEZIA GIULIA","TD","13","13","11000","23,08","73818,62","1","9","3","8","17,62","0"
"2018","UNIVERSITA' E POLITECNICI","LOMBARDIA","FRIULI VENEZIA GIULIA","TD","292","292","321278,83","18,84","661366,19","1","96","3","15","13,01","0"
"2018","UNIVERSITA' E POLITECNICI","VALLE D'AOSTA","FRIULI VENEZIA GIULIA","TD","2","2","270","50","7152,11","1","1","1","2","2,5","0"
"2018","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","FRIULI VENEZIA GIULIA","TD","29","29","107896,92","41,38","153411,37","1","15","3","9","12,66","0"
"2018","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","FRIULI VENEZIA GIULIA","TD","6","6","13740","50","25020","1","5","2","3","8,67","0"
"2018","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","FRIULI VENEZIA GIULIA","TD","161","161","657739,57","66,46","940717,01","1","92","3","18","14,75","0"
"2018","ENTI DI DIRITTO ALLO STUDIO","LAZIO","LAZIO","TD","24","24","360180,92","95,83","457574,63","1","24","1","1","23,58","0"
"2018","ENTI DI DIRITTO ALLO STUDIO","MARCHE","LAZIO","TD","1","1","6,65","100","39600","1","1","1","1","17","0"
"2018","ENTI DI DIRITTO ALLO STUDIO","UMBRIA","LAZIO","TD","2","2","15291,7","100","15162,67","1","2","1","1","10,5","0"
"2018","ENTI DI DIRITTO ALLO STUDIO","VENETO","LAZIO","TD","4","4","38915","100","34809,14","1","2","1","1","16,5","0"
"2018","ENTI DI DIRITTO ALLO STUDIO","ABRUZZO","LAZIO","TD","3","3","27726","100","27213,44","1","2","1","1","8","0"
"2018","ENTI DI DIRITTO ALLO STUDIO","CAMPANIA","LAZIO","TD","1","1","743","100","728,14","1","1","1","1","120","0"
"2018","ENTI DI DIRITTO ALLO STUDIO","PIEMONTE","LAZIO","TD","1","1","3492","100","3491,65","1","1","1","1","58","0"
"2018","ENTI DI DIRITTO ALLO STUDIO","LOMBARDIA","LAZIO","TD","1","1","9039,56","100","8135,6","1","1","1","1","39","0"
"2018","ENTI DI DIRITTO ALLO STUDIO","EMILIA ROMAGNA","LAZIO","TD","2","2","20558,83","100","17515,91","1","2","1","1","17,5","0"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","LIGURIA","FRIULI VENEZIA GIULIA","TD","2","2","2967","100","2744,16","1","2","2","2","7","0"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","CAMPANIA","FRIULI VENEZIA GIULIA","TD","1","1","250","100","240","1","1","1","1","10","0"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","PIEMONTE","FRIULI VENEZIA GIULIA","TD","1","1",,"0","108,17","1","1","1","1","2","0"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","LOMBARDIA","FRIULI VENEZIA GIULIA","TD","3","3",,"0","6405","1","2","2","2","5,33","0"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","EMILIA ROMAGNA","FRIULI VENEZIA GIULIA","TD","2","2",,"0","2782,8","1","1","1","1","4,5","0"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","TRENTINO ALTO ADIGE","FRIULI VENEZIA GIULIA","TD","1","1","7560","100","7560","1","1","1","1","7","0"
"2018","ORGANI COSTITUZIONALI E ORGANI DELLO STATO","FRIULI VENEZIA GIULIA","FRIULI VENEZIA GIULIA","TD","11","11","14009","90,91","14124,73","1","9","3","4","5,91","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LAZIO","LAZIO","TD","6","6","75200","50","74801,39","1","5","1","5","10,33","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","UMBRIA","LAZIO","TD","1","1",,"0","9550","1","1","1","1","6","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","MARCHE","MARCHE","TD","8","8","65216,31","87,5","71258,4","1","8","3","3","14,38","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","UMBRIA","MARCHE","TD","1","1","3500","100","3438","1","1","1","1","21","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","VENETO","MARCHE","TD","2","2","8000","50","8180,8","1","2","2","2","9","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","TRENTINO ALTO ADIGE","MARCHE","TD","1","1","4970","100","4970","1","1","1","1","12","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PUGLIA","PUGLIA","TD","1","1","4700","100","4700","1","1","1","1","34","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","UMBRIA","UMBRIA","TD","4","4","13500","75","11107,6","1","4","2","3","7,75","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","VENETO","UMBRIA","TD","1","1",,"0","20,78","1","1","1","1","3","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","TRENTINO ALTO ADIGE","UMBRIA","TD","2","2","1780","100","1780","1","2","1","1","10","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LAZIO","VENETO","TD","56","56","122310,95","39,29","356783,1","1","11","3","28","8,14","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","MARCHE","VENETO","TD","1","1","10500","100","8205","1","1","1","1","15","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PUGLIA","VENETO","TD","1","1","15520","100","15511,86","1","1","1","1","2","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","VENETO","VENETO","TD","734","734","1652432,37","30,52","4223196,64","1","380","9","73","8,84","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","ABRUZZO","VENETO","TD","2","2","15185","100","15163,16","1","2","1","2","9,5","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","AUSTRIA","VENETO","TD","1","1","25201","100","25200","1","1","1","1","1","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LIGURIA","VENETO","TD","7","7","31018","71,43","51919","1","2","1","5","9,14","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","SICILIA","VENETO","TD","3","3",,"0","3593,8","1","1","1","2","8,33","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","TOSCANA","VENETO","TD","18","18","4276","11,11","127338,57","1","5","2","10","6,83","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","CALABRIA","VENETO","TD","1","1",,"0","1605,45","1","1","1","1","1","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","CAMPANIA","VENETO","TD","6","6","5781,42","50","8971,84","1","3","2","4","6,67","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PIEMONTE","VENETO","TD","10","10","9590","30","24238,49","1","6","2","7","8,4","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","SVIZZERA","VENETO","TD","1","1","13400","100","13400","1","1","1","1","41","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LOMBARDIA","VENETO","TD","176","176","544979,11","32,95","1221884,27","1","76","5","44","8,62","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","EMILIA ROMAGNA","VENETO","TD","59","59","126218,1","28,81","514148,6","1","32","4","30","8,73","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","TRENTINO ALTO ADIGE","VENETO","TD","38","38","83395","36,84","377636,3","1","13","3","22","11,58","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","FRIULI VENEZIA GIULIA","VENETO","TD","38","38","174257,2","39,47","276705,58","1","11","3","16","8,5","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LIGURIA","LIGURIA","TD","1","1","8700","100","8700","1","1","1","1","3","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","SICILIA","SICILIA","TD","7","7","43485,64","100","55326,72","1","7","1","1","11,43","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LOMBARDIA","SICILIA","TD","3","3","7300","100","7299","1","1","1","1","20,33","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LAZIO","TOSCANA","TD","4","4","4843,31","25","34944,11","1","4","3","3","10,25","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PUGLIA","TOSCANA","TD","2","2",,"0","251","1","2","1","1","16,5","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","UMBRIA","TOSCANA","TD","1","1","16000","100","15900","1","1","1","1","7","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","VENETO","TOSCANA","TD","4","4",,"0","1451,1","1","3","1","1","13,75","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","ABRUZZO","TOSCANA","TD","4","4","20000","50","22156,92","1","2","1","1","4","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","SICILIA","TOSCANA","TD","1","1",,"0","472","1","1","1","1","10","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","TOSCANA","TOSCANA","TD","19","19","99576,24","68,42","109713,75","1","15","11","13","9,84","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","CALABRIA","TOSCANA","TD","1","1",,"0","132","1","1","1","1","4","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PIEMONTE","TOSCANA","TD","5","5",,"0","5307,06","1","4","3","3","8","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LOMBARDIA","TOSCANA","TD","19","19","59035,6","42,11","124764,52","1","12","7","7","9,53","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","EMILIA ROMAGNA","TOSCANA","TD","4","4","14146,82","25","47080,79","1","3","3","3","30","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","TRENTINO ALTO ADIGE","TOSCANA","TD","1","1",,"0","2200","1","1","1","1","7","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","FRIULI VENEZIA GIULIA","TOSCANA","TD","1","1",,"0","144","1","1","1","1","10","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LAZIO","PIEMONTE","TD","1","1",,"0","59","1","1","1","1","23","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","VENETO","PIEMONTE","TD","1","1","12000","100","11155,31","1","1","1","1","14","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LIGURIA","PIEMONTE","TD","3","3","10000","33,33","11887,5","1","2","2","2","16,33","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","TOSCANA","PIEMONTE","TD","1","1",,"0","31679,1","1","1","1","1","34","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PIEMONTE","PIEMONTE","TD","47","47","94768,5","59,57","152790,21","1","20","3","7","12,91","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LOMBARDIA","PIEMONTE","TD","5","5","6000","20","23662,48","1","5","3","4","8,6","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","EMILIA ROMAGNA","PIEMONTE","TD","1","1",,"0","2500","1","1","1","1","7","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LAZIO","LOMBARDIA","TD","2","2","73636","50","29183","1","2","2","2","16","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PUGLIA","LOMBARDIA","TD","2","2",,"0","2317,7","1","1","1","1","14","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","VENETO","LOMBARDIA","TD","1","1",,"0","800","1","1","1","1","6","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","PIEMONTE","LOMBARDIA","TD","1","1",,"0","1930","1","1","1","1","11","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","LOMBARDIA","LOMBARDIA","TD","11","11","17600","27,27","85726,82","1","9","5","5","23,82","0"
"2018","AZIENDE ED ENTI DI SERVIZI SOCIO ASSISTENZIALI","EMILIA ROMAGNA","LOMBARDIA","TD","1","1","7","100","10512","1","1","1","1","21","0"
"2018","COMUNI","SARDEGNA","CAMPANIA","TD","3","3","15100","66,67","19347","1","3","3","3","14,67","0"
"2018","COMUNI","LOMBARDIA","CAMPANIA","TD","116","116","543560,51","52,59","926842,2","1","55","66","84","13,06","0"
"2018","COMUNI","BASILICATA","CAMPANIA","TD","29","29","368565,53","68,97","500499,97","1","12","16","21","11,07","0"
"2018","COMUNI","SAN MARINO","CAMPANIA","TD","6","6","4651,6","50","10090,9","1","1","5","5","6","0"
"2018","COMUNI","EMILIA ROMAGNA","CAMPANIA","TD","108","108","322354,36","38,89","957776,32","1","23","75","95","11,92","0"
"2018","COMUNI","TRENTINO ALTO ADIGE","CAMPANIA","TD","7","7","23583,2","57,14","67369,9","1","4","6","6","19,14","0"
"2018","COMUNI","FRIULI VENEZIA GIULIA","CAMPANIA","TD","8","8","27508","50","43494,77","1","6","7","8","5,38","0"
"2018","COMUNI","LAZIO","PIEMONTE","TD","130","130","1026828,64","66,92","1328401,74","1","30","100","108","18,83","0"
"2018","COMUNI","MARCHE","PIEMONTE","TD","25","25","115208","56","152452,85","1","12","18","18","15","0"
"2018","COMUNI","PUGLIA","PIEMONTE","TD","46","46","97997,39","58,7","168004,1","1","20","38","42","11,78","0"
"2018","COMUNI","UMBRIA","PIEMONTE","TD","11","11","55717,18","72,73","57361,14","1","8","9","10","20,73","0"
"2018","COMUNI","VENETO","PIEMONTE","TD","161","161","808532,67","49,07","1458338,44","1","67","92","115","14,86","0"
"2018","COMUNI","ABRUZZO","PIEMONTE","TD","14","14","72328","42,86","92211,5","1","8","11","13","13,43","0"
"2018","COMUNI","LIGURIA","PIEMONTE","TD","82","82","369091,12","54,88","537870,12","1","41","51","65","14,67","0"
"2018","COMUNI","SICILIA","PIEMONTE","TD","40","40","60506,59","25","181833,01","1","12","35","36","9,13","0"
"2018","COMUNI","TOSCANA","PIEMONTE","TD","55","55","104376","36,36","389020,11","1","36","41","45","20,4","0"
"2018","COMUNI","CALABRIA","PIEMONTE","TD","11","11","10300","27,27","23477","1","6","10","10","10,91","0"
"2018","COMUNI","CAMPANIA","PIEMONTE","TD","13","13","45238,3","53,85","84253,46","1","12","10","11","17","0"
"2018","COMUNI","PIEMONTE","PIEMONTE","TD","6041","6041","28658063,47","66,15","40064345,86","1","2519","769","1505","15,1","0"
"2018","COMUNI","SARDEGNA","PIEMONTE","TD","9","9","86115","66,67","92948","1","5","8","8","10,89","0"
"2018","COMUNI","SVIZZERA","PIEMONTE","TD","1","1",,"0","17000","1","1","1","1","21","0"
"2018","COMUNI","LOMBARDIA","PIEMONTE","TD","869","869","3534984,72","59,38","5397579,87","1","277","323","498","15,67","0"
"2018","COMUNI","BASILICATA","PIEMONTE","TD","3","3","12150","66,67","27579,5","1","3","3","3","5,67","0"
"2018","COMUNI","SAN MARINO","PIEMONTE","TD","7","7","121990,25","100","116165,5","1","1","7","7","17,14","0"
"2018","COMUNI","VALLE D'AOSTA","PIEMONTE","TD","36","36","286989,28","75","327215,47","1","18","24","28","12,75","0"
